region_idx,mean_confidence,std_confidence,mean_conf_correct,mean_conf_incorrect,confidence_gap,region_name,network
183,0.8301347210772702,0.2364600091876157,0.8696689204756335,0.3487477048736689,0.5209212156019646,RH_DefaultA_IPL_1,DefaultA
184,0.8293314248201329,0.23854799489374875,0.8891988460618603,0.3304362478057381,0.5587625982561222,RH_DefaultA_PFCd_1,DefaultA
185,0.9241809969586784,0.12503722253519972,0.9241809969586784,0.0,0.9241809969586784,RH_DefaultA_pCunPCC_1,DefaultA
186,0.8819247630632062,0.16824337017782137,0.8870377896278763,0.5052651394658535,0.3817726501620228,RH_DefaultA_PFCm_1,DefaultA
187,0.4830331274050342,0.26920764172802,0.571730558123607,0.3137016687604861,0.25802888936312085,RH_DefaultA_PFCm_2,DefaultA
188,0.8941545440119432,0.1485796037068124,0.9070000551153536,0.4274343072546996,0.47956574786065403,RH_DefaultA_PFCm_3,DefaultA
189,0.838208856500087,0.22286649847108525,0.8625948661567934,0.3660070331475039,0.4965878330092895,RH_DefaultB_Temp_1,DefaultB
190,0.8512870267991924,0.2032064739580042,0.8815877460596389,0.39677623789249566,0.4848115081671432,RH_DefaultB_AntTemp_1,DefaultB
191,0.8614326173810768,0.19843715156161248,0.8973659349258217,0.45019576103566333,0.4471701738901584,RH_DefaultB_PFCd_1,DefaultB
192,0.8783088931589818,0.189803846903327,0.8949696117419325,0.3618266170875084,0.533142994654424,RH_DefaultB_PFCv_1,DefaultB
193,0.8607104217996656,0.20098210242299877,0.8917128143613223,0.4287437521072485,0.4629690622540738,RH_DefaultC_IPL_1,DefaultC
194,0.932332898510813,0.111479535563797,0.9334183633887769,0.6902742307248642,0.24314413266391277,RH_DefaultC_Rsp_1,DefaultC
195,0.8802648025722632,0.18133829217891137,0.9042384376469478,0.45673058291950364,0.44750785472744414,RH_DefaultC_PHC_1,DefaultC
196,0.820283794010947,0.23782829962287425,0.8637171022129094,0.35166125814766697,0.5120558440652425,RH_TempPar_1,TempPar
197,0.8029769819297992,0.25941424096215865,0.8516565711073824,0.39731373878327164,0.4543428323241107,RH_TempPar_2,TempPar
198,0.8116537972390717,0.24551612069670162,0.8694369157530355,0.33012780962270694,0.5393091061303286,RH_TempPar_3,TempPar
199,0.8027902970603896,0.25722639583471485,0.8521785865612712,0.29902974415139594,0.5531488424098753,RH_TempPar_4,TempPar
